transactionId,accountId,amount,type,timestamp
t2225,acc6,2260.0,DEBIT,2024-01-01 10:37:05
t2226,acc7,2270.0,CREDIT,2024-01-01 10:37:06
t2227,acc8,2280.0,DEBIT,2024-01-01 10:37:07
t2228,acc9,2290.0,CREDIT,2024-01-01 10:37:08
t2229,acc10,2300.0,DEBIT,2024-01-01 10:37:09
t2230,acc1,2310.0,CREDIT,2024-01-01 10:37:10
t2231,acc2,2320.0,DEBIT,2024-01-01 10:37:11
t2232,acc3,2330.0,CREDIT,2024-01-01 10:37:12
t2233,acc4,2340.0,DEBIT,2024-01-01 10:37:13
t2234,acc5,2350.0,CREDIT,2024-01-01 10:37:14
t2235,acc6,2360.0,DEBIT,2024-01-01 10:37:15
t2236,acc7,2370.0,CREDIT,2024-01-01 10:37:16
t2237,acc8,2380.0,DEBIT,2024-01-01 10:37:17
t2238,acc9,2390.0,CREDIT,2024-01-01 10:37:18
t2239,acc10,2400.0,DEBIT,2024-01-01 10:37:19
t2240,acc1,2410.0,CREDIT,2024-01-01 10:37:20
t2241,acc2,2420.0,DEBIT,2024-01-01 10:37:21
t2242,acc3,2430.0,CREDIT,2024-01-01 10:37:22
t2243,acc4,2440.0,DEBIT,2024-01-01 10:37:23
t2244,acc5,2450.0,CREDIT,2024-01-01 10:37:24
t2245,acc6,2460.0,DEBIT,2024-01-01 10:37:25
t2246,acc7,2470.0,CREDIT,2024-01-01 10:37:26
t2247,acc8,2480.0,DEBIT,2024-01-01 10:37:27
t2248,acc9,2490.0,CREDIT,2024-01-01 10:37:28
t2249,acc10,2500.0,DEBIT,2024-01-01 10:37:29
t2250,acc1,2510.0,CREDIT,2024-01-01 10:37:30
t2251,acc2,2520.0,DEBIT,2024-01-01 10:37:31
t2252,acc3,2530.0,CREDIT,2024-01-01 10:37:32
t2253,acc4,2540.0,DEBIT,2024-01-01 10:37:33
t2254,acc5,2550.0,CREDIT,2024-01-01 10:37:34
t2255,acc6,2560.0,DEBIT,2024-01-01 10:37:35
t2256,acc7,2570.0,CREDIT,2024-01-01 10:37:36
t2257,acc8,2580.0,DEBIT,2024-01-01 10:37:37
t2258,acc9,2590.0,CREDIT,2024-01-01 10:37:38
t2259,acc10,2600.0,DEBIT,2024-01-01 10:37:39
t2260,acc1,2610.0,CREDIT,2024-01-01 10:37:40
t2261,acc2,2620.0,DEBIT,2024-01-01 10:37:41
t2262,acc3,2630.0,CREDIT,2024-01-01 10:37:42
t2263,acc4,2640.0,DEBIT,2024-01-01 10:37:43
t2264,acc5,2650.0,CREDIT,2024-01-01 10:37:44
t2265,acc6,2660.0,DEBIT,2024-01-01 10:37:45
t2266,acc7,2670.0,CREDIT,2024-01-01 10:37:46
t2267,acc8,2680.0,DEBIT,2024-01-01 10:37:47
t2268,acc9,2690.0,CREDIT,2024-01-01 10:37:48
t2269,acc10,2700.0,DEBIT,2024-01-01 10:37:49
t2270,acc1,2710.0,CREDIT,2024-01-01 10:37:50
t2271,acc2,2720.0,DEBIT,2024-01-01 10:37:51
t2272,acc3,2730.0,CREDIT,2024-01-01 10:37:52
t2273,acc4,2740.0,DEBIT,2024-01-01 10:37:53
t2274,acc5,2750.0,CREDIT,2024-01-01 10:37:54
t2275,acc6,2760.0,DEBIT,2024-01-01 10:37:55
t2276,acc7,2770.0,CREDIT,2024-01-01 10:37:56
t2277,acc8,2780.0,DEBIT,2024-01-01 10:37:57
t2278,acc9,2790.0,CREDIT,2024-01-01 10:37:58
t2279,acc10,2800.0,DEBIT,2024-01-01 10:37:59
t2280,acc1,2810.0,CREDIT,2024-01-01 10:38:00
t2281,acc2,2820.0,DEBIT,2024-01-01 10:38:01
t2282,acc3,2830.0,CREDIT,2024-01-01 10:38:02
t2283,acc4,2840.0,DEBIT,2024-01-01 10:38:03
t2284,acc5,2850.0,CREDIT,2024-01-01 10:38:04
t2285,acc6,2860.0,DEBIT,2024-01-01 10:38:05
t2286,acc7,2870.0,CREDIT,2024-01-01 10:38:06
t2287,acc8,2880.0,DEBIT,2024-01-01 10:38:07
t2288,acc9,2890.0,CREDIT,2024-01-01 10:38:08
t2289,acc10,2900.0,DEBIT,2024-01-01 10:38:09
t2290,acc1,2910.0,CREDIT,2024-01-01 10:38:10
t2291,acc2,2920.0,DEBIT,2024-01-01 10:38:11
t2292,acc3,2930.0,CREDIT,2024-01-01 10:38:12
t2293,acc4,2940.0,DEBIT,2024-01-01 10:38:13
t2294,acc5,2950.0,CREDIT,2024-01-01 10:38:14
t2295,acc6,2960.0,DEBIT,2024-01-01 10:38:15
t2296,acc7,2970.0,CREDIT,2024-01-01 10:38:16
t2297,acc8,2980.0,DEBIT,2024-01-01 10:38:17
t2298,acc9,2990.0,CREDIT,2024-01-01 10:38:18
t2299,acc10,3000.0,DEBIT,2024-01-01 10:38:19
t2300,acc1,3010.0,CREDIT,2024-01-01 10:38:20
t2301,acc2,3020.0,DEBIT,2024-01-01 10:38:21
t2302,acc3,3030.0,CREDIT,2024-01-01 10:38:22
t2303,acc4,3040.0,DEBIT,2024-01-01 10:38:23
t2304,acc5,3050.0,CREDIT,2024-01-01 10:38:24
t2305,acc6,3060.0,DEBIT,2024-01-01 10:38:25
t2306,acc7,3070.0,CREDIT,2024-01-01 10:38:26
t2307,acc8,3080.0,DEBIT,2024-01-01 10:38:27
t2308,acc9,3090.0,CREDIT,2024-01-01 10:38:28
t2309,acc10,3100.0,DEBIT,2024-01-01 10:38:29
t2310,acc1,3110.0,CREDIT,2024-01-01 10:38:30
t2311,acc2,3120.0,DEBIT,2024-01-01 10:38:31
t2312,acc3,3130.0,CREDIT,2024-01-01 10:38:32
t2313,acc4,3140.0,DEBIT,2024-01-01 10:38:33
t2314,acc5,3150.0,CREDIT,2024-01-01 10:38:34
t2315,acc6,3160.0,DEBIT,2024-01-01 10:38:35
t2316,acc7,3170.0,CREDIT,2024-01-01 10:38:36
t2317,acc8,3180.0,DEBIT,2024-01-01 10:38:37
t2318,acc9,3190.0,CREDIT,2024-01-01 10:38:38
t2319,acc10,3200.0,DEBIT,2024-01-01 10:38:39
t2320,acc1,3210.0,CREDIT,2024-01-01 10:38:40
t2321,acc2,3220.0,DEBIT,2024-01-01 10:38:41
t2322,acc3,3230.0,CREDIT,2024-01-01 10:38:42
t2323,acc4,3240.0,DEBIT,2024-01-01 10:38:43
t2324,acc5,3250.0,CREDIT,2024-01-01 10:38:44
t2325,acc6,3260.0,DEBIT,2024-01-01 10:38:45
t2326,acc7,3270.0,CREDIT,2024-01-01 10:38:46
t2327,acc8,3280.0,DEBIT,2024-01-01 10:38:47
t2328,acc9,3290.0,CREDIT,2024-01-01 10:38:48
t2329,acc10,3300.0,DEBIT,2024-01-01 10:38:49
t2330,acc1,3310.0,CREDIT,2024-01-01 10:38:50
t2331,acc2,3320.0,DEBIT,2024-01-01 10:38:51
t2332,acc3,3330.0,CREDIT,2024-01-01 10:38:52
t2333,acc4,3340.0,DEBIT,2024-01-01 10:38:53
t2334,acc5,3350.0,CREDIT,2024-01-01 10:38:54
t2335,acc6,3360.0,DEBIT,2024-01-01 10:38:55
t2336,acc7,3370.0,CREDIT,2024-01-01 10:38:56
t2337,acc8,3380.0,DEBIT,2024-01-01 10:38:57
t2338,acc9,3390.0,CREDIT,2024-01-01 10:38:58
t2339,acc10,3400.0,DEBIT,2024-01-01 10:38:59
t2340,acc1,3410.0,CREDIT,2024-01-01 10:39:00
t2341,acc2,3420.0,DEBIT,2024-01-01 10:39:01
t2342,acc3,3430.0,CREDIT,2024-01-01 10:39:02
t2343,acc4,3440.0,DEBIT,2024-01-01 10:39:03
t2344,acc5,3450.0,CREDIT,2024-01-01 10:39:04
t2345,acc6,3460.0,DEBIT,2024-01-01 10:39:05
t2346,acc7,3470.0,CREDIT,2024-01-01 10:39:06
t2347,acc8,3480.0,DEBIT,2024-01-01 10:39:07
t2348,acc9,3490.0,CREDIT,2024-01-01 10:39:08
t2349,acc10,3500.0,DEBIT,2024-01-01 10:39:09
t2350,acc1,3510.0,CREDIT,2024-01-01 10:39:10
t2351,acc2,3520.0,DEBIT,2024-01-01 10:39:11
t2352,acc3,3530.0,CREDIT,2024-01-01 10:39:12
t2353,acc4,3540.0,DEBIT,2024-01-01 10:39:13
t2354,acc5,3550.0,CREDIT,2024-01-01 10:39:14
t2355,acc6,3560.0,DEBIT,2024-01-01 10:39:15
t2356,acc7,3570.0,CREDIT,2024-01-01 10:39:16
t2357,acc8,3580.0,DEBIT,2024-01-01 10:39:17
t2358,acc9,3590.0,CREDIT,2024-01-01 10:39:18
t2359,acc10,3600.0,DEBIT,2024-01-01 10:39:19
t2360,acc1,3610.0,CREDIT,2024-01-01 10:39:20
t2361,acc2,3620.0,DEBIT,2024-01-01 10:39:21
t2362,acc3,3630.0,CREDIT,2024-01-01 10:39:22
t2363,acc4,3640.0,DEBIT,2024-01-01 10:39:23
t2364,acc5,3650.0,CREDIT,2024-01-01 10:39:24
t2365,acc6,3660.0,DEBIT,2024-01-01 10:39:25
t2366,acc7,3670.0,CREDIT,2024-01-01 10:39:26
t2367,acc8,3680.0,DEBIT,2024-01-01 10:39:27
t2368,acc9,3690.0,CREDIT,2024-01-01 10:39:28
t2369,acc10,3700.0,DEBIT,2024-01-01 10:39:29
t2370,acc1,3710.0,CREDIT,2024-01-01 10:39:30
t2371,acc2,3720.0,DEBIT,2024-01-01 10:39:31
t2372,acc3,3730.0,CREDIT,2024-01-01 10:39:32
t2373,acc4,3740.0,DEBIT,2024-01-01 10:39:33
t2374,acc5,3750.0,CREDIT,2024-01-01 10:39:34
t2375,acc6,3760.0,DEBIT,2024-01-01 10:39:35
t2376,acc7,3770.0,CREDIT,2024-01-01 10:39:36
t2377,acc8,3780.0,DEBIT,2024-01-01 10:39:37
t2378,acc9,3790.0,CREDIT,2024-01-01 10:39:38
t2379,acc10,3800.0,DEBIT,2024-01-01 10:39:39
t2380,acc1,3810.0,CREDIT,2024-01-01 10:39:40
t2381,acc2,3820.0,DEBIT,2024-01-01 10:39:41
t2382,acc3,3830.0,CREDIT,2024-01-01 10:39:42
t2383,acc4,3840.0,DEBIT,2024-01-01 10:39:43
t2384,acc5,3850.0,CREDIT,2024-01-01 10:39:44
t2385,acc6,3860.0,DEBIT,2024-01-01 10:39:45
t2386,acc7,3870.0,CREDIT,2024-01-01 10:39:46
t2387,acc8,3880.0,DEBIT,2024-01-01 10:39:47
t2388,acc9,3890.0,CREDIT,2024-01-01 10:39:48
t2389,acc10,3900.0,DEBIT,2024-01-01 10:39:49
t2390,acc1,3910.0,CREDIT,2024-01-01 10:39:50
t2391,acc2,3920.0,DEBIT,2024-01-01 10:39:51
t2392,acc3,3930.0,CREDIT,2024-01-01 10:39:52
t2393,acc4,3940.0,DEBIT,2024-01-01 10:39:53
t2394,acc5,3950.0,CREDIT,2024-01-01 10:39:54
t2395,acc6,3960.0,DEBIT,2024-01-01 10:39:55
t2396,acc7,3970.0,CREDIT,2024-01-01 10:39:56
t2397,acc8,3980.0,DEBIT,2024-01-01 10:39:57
t2398,acc9,3990.0,CREDIT,2024-01-01 10:39:58
t2399,acc10,4000.0,DEBIT,2024-01-01 10:39:59
t2400,acc1,4010.0,CREDIT,2024-01-01 10:40:00
t2401,acc2,4020.0,DEBIT,2024-01-01 10:40:01
t2402,acc3,4030.0,CREDIT,2024-01-01 10:40:02
t2403,acc4,4040.0,DEBIT,2024-01-01 10:40:03
t2404,acc5,4050.0,CREDIT,2024-01-01 10:40:04
t2405,acc6,4060.0,DEBIT,2024-01-01 10:40:05
t2406,acc7,4070.0,CREDIT,2024-01-01 10:40:06
t2407,acc8,4080.0,DEBIT,2024-01-01 10:40:07
t2408,acc9,4090.0,CREDIT,2024-01-01 10:40:08
t2409,acc10,4100.0,DEBIT,2024-01-01 10:40:09
t2410,acc1,4110.0,CREDIT,2024-01-01 10:40:10
t2411,acc2,4120.0,DEBIT,2024-01-01 10:40:11
t2412,acc3,4130.0,CREDIT,2024-01-01 10:40:12
t2413,acc4,4140.0,DEBIT,2024-01-01 10:40:13
t2414,acc5,4150.0,CREDIT,2024-01-01 10:40:14
t2415,acc6,4160.0,DEBIT,2024-01-01 10:40:15
t2416,acc7,4170.0,CREDIT,2024-01-01 10:40:16
t2417,acc8,4180.0,DEBIT,2024-01-01 10:40:17
t2418,acc9,4190.0,CREDIT,2024-01-01 10:40:18
t2419,acc10,4200.0,DEBIT,2024-01-01 10:40:19
t2420,acc1,4210.0,CREDIT,2024-01-01 10:40:20
t2421,acc2,4220.0,DEBIT,2024-01-01 10:40:21
t2422,acc3,4230.0,CREDIT,2024-01-01 10:40:22
t2423,acc4,4240.0,DEBIT,2024-01-01 10:40:23
t2424,acc5,4250.0,CREDIT,2024-01-01 10:40:24
t2425,acc6,4260.0,DEBIT,2024-01-01 10:40:25
t2426,acc7,4270.0,CREDIT,2024-01-01 10:40:26
t2427,acc8,4280.0,DEBIT,2024-01-01 10:40:27
t2428,acc9,4290.0,CREDIT,2024-01-01 10:40:28
t2429,acc10,4300.0,DEBIT,2024-01-01 10:40:29
t2430,acc1,4310.0,CREDIT,2024-01-01 10:40:30
t2431,acc2,4320.0,DEBIT,2024-01-01 10:40:31
t2432,acc3,4330.0,CREDIT,2024-01-01 10:40:32
t2433,acc4,4340.0,DEBIT,2024-01-01 10:40:33
t2434,acc5,4350.0,CREDIT,2024-01-01 10:40:34
t2435,acc6,4360.0,DEBIT,2024-01-01 10:40:35
t2436,acc7,4370.0,CREDIT,2024-01-01 10:40:36
t2437,acc8,4380.0,DEBIT,2024-01-01 10:40:37
t2438,acc9,4390.0,CREDIT,2024-01-01 10:40:38
t2439,acc10,4400.0,DEBIT,2024-01-01 10:40:39
t2440,acc1,4410.0,CREDIT,2024-01-01 10:40:40
t2441,acc2,4420.0,DEBIT,2024-01-01 10:40:41
t2442,acc3,4430.0,CREDIT,2024-01-01 10:40:42
t2443,acc4,4440.0,DEBIT,2024-01-01 10:40:43
t2444,acc5,4450.0,CREDIT,2024-01-01 10:40:44
t2445,acc6,4460.0,DEBIT,2024-01-01 10:40:45
t2446,acc7,4470.0,CREDIT,2024-01-01 10:40:46
t2447,acc8,4480.0,DEBIT,2024-01-01 10:40:47
t2448,acc9,4490.0,CREDIT,2024-01-01 10:40:48
t2449,acc10,4500.0,DEBIT,2024-01-01 10:40:49
t2450,acc1,4510.0,CREDIT,2024-01-01 10:40:50
t2451,acc2,4520.0,DEBIT,2024-01-01 10:40:51
t2452,acc3,4530.0,CREDIT,2024-01-01 10:40:52
t2453,acc4,4540.0,DEBIT,2024-01-01 10:40:53
t2454,acc5,4550.0,CREDIT,2024-01-01 10:40:54
t2455,acc6,4560.0,DEBIT,2024-01-01 10:40:55
t2456,acc7,4570.0,CREDIT,2024-01-01 10:40:56
t2457,acc8,4580.0,DEBIT,2024-01-01 10:40:57
t2458,acc9,4590.0,CREDIT,2024-01-01 10:40:58
t2459,acc10,4600.0,DEBIT,2024-01-01 10:40:59
t2460,acc1,4610.0,CREDIT,2024-01-01 10:41:00
t2461,acc2,4620.0,DEBIT,2024-01-01 10:41:01
t2462,acc3,4630.0,CREDIT,2024-01-01 10:41:02
t2463,acc4,4640.0,DEBIT,2024-01-01 10:41:03
t2464,acc5,4650.0,CREDIT,2024-01-01 10:41:04
t2465,acc6,4660.0,DEBIT,2024-01-01 10:41:05
t2466,acc7,4670.0,CREDIT,2024-01-01 10:41:06
t2467,acc8,4680.0,DEBIT,2024-01-01 10:41:07
t2468,acc9,4690.0,CREDIT,2024-01-01 10:41:08
t2469,acc10,4700.0,DEBIT,2024-01-01 10:41:09
t2470,acc1,4710.0,CREDIT,2024-01-01 10:41:10
t2471,acc2,4720.0,DEBIT,2024-01-01 10:41:11
t2472,acc3,4730.0,CREDIT,2024-01-01 10:41:12
t2473,acc4,4740.0,DEBIT,2024-01-01 10:41:13
t2474,acc5,4750.0,CREDIT,2024-01-01 10:41:14
t2475,acc6,4760.0,DEBIT,2024-01-01 10:41:15
t2476,acc7,4770.0,CREDIT,2024-01-01 10:41:16
t2477,acc8,4780.0,DEBIT,2024-01-01 10:41:17
t2478,acc9,4790.0,CREDIT,2024-01-01 10:41:18
t2479,acc10,4800.0,DEBIT,2024-01-01 10:41:19
t2480,acc1,4810.0,CREDIT,2024-01-01 10:41:20
t2481,acc2,4820.0,DEBIT,2024-01-01 10:41:21
t2482,acc3,4830.0,CREDIT,2024-01-01 10:41:22
t2483,acc4,4840.0,DEBIT,2024-01-01 10:41:23
t2484,acc5,4850.0,CREDIT,2024-01-01 10:41:24
t2485,acc6,4860.0,DEBIT,2024-01-01 10:41:25
t2486,acc7,4870.0,CREDIT,2024-01-01 10:41:26
t2487,acc8,4880.0,DEBIT,2024-01-01 10:41:27
t2488,acc9,4890.0,CREDIT,2024-01-01 10:41:28
t2489,acc10,4900.0,DEBIT,2024-01-01 10:41:29
t2490,acc1,4910.0,CREDIT,2024-01-01 10:41:30
t2491,acc2,4920.0,DEBIT,2024-01-01 10:41:31
t2492,acc3,4930.0,CREDIT,2024-01-01 10:41:32
t2493,acc4,4940.0,DEBIT,2024-01-01 10:41:33
t2494,acc5,4950.0,CREDIT,2024-01-01 10:41:34
t2495,acc6,4960.0,DEBIT,2024-01-01 10:41:35
t2496,acc7,4970.0,CREDIT,2024-01-01 10:41:36
t2497,acc8,4980.0,DEBIT,2024-01-01 10:41:37
t2498,acc9,4990.0,CREDIT,2024-01-01 10:41:38
t2499,acc10,5000.0,DEBIT,2024-01-01 10:41:39
t2500,acc1,5010.0,CREDIT,2024-01-01 10:41:40
t2501,acc2,5020.0,DEBIT,2024-01-01 10:41:41
t2502,acc3,5030.0,CREDIT,2024-01-01 10:41:42
t2503,acc4,5040.0,DEBIT,2024-01-01 10:41:43
t2504,acc5,5050.0,CREDIT,2024-01-01 10:41:44
t2505,acc6,5060.0,DEBIT,2024-01-01 10:41:45
t2506,acc7,5070.0,CREDIT,2024-01-01 10:41:46
t2507,acc8,5080.0,DEBIT,2024-01-01 10:41:47
t2508,acc9,5090.0,CREDIT,2024-01-01 10:41:48
t2509,acc10,5100.0,DEBIT,2024-01-01 10:41:49
t2510,acc1,5110.0,CREDIT,2024-01-01 10:41:50
t2511,acc2,5120.0,DEBIT,2024-01-01 10:41:51
t2512,acc3,5130.0,CREDIT,2024-01-01 10:41:52
t2513,acc4,5140.0,DEBIT,2024-01-01 10:41:53
t2514,acc5,5150.0,CREDIT,2024-01-01 10:41:54
t2515,acc6,5160.0,DEBIT,2024-01-01 10:41:55
t2516,acc7,5170.0,CREDIT,2024-01-01 10:41:56
t2517,acc8,5180.0,DEBIT,2024-01-01 10:41:57
t2518,acc9,5190.0,CREDIT,2024-01-01 10:41:58
t2519,acc10,5200.0,DEBIT,2024-01-01 10:41:59
t2520,acc1,5210.0,CREDIT,2024-01-01 10:42:00
t2521,acc2,5220.0,DEBIT,2024-01-01 10:42:01
t2522,acc3,5230.0,CREDIT,2024-01-01 10:42:02
t2523,acc4,5240.0,DEBIT,2024-01-01 10:42:03
t2524,acc5,5250.0,CREDIT,2024-01-01 10:42:04
t2525,acc6,5260.0,DEBIT,2024-01-01 10:42:05
t2526,acc7,5270.0,CREDIT,2024-01-01 10:42:06
t2527,acc8,5280.0,DEBIT,2024-01-01 10:42:07
t2528,acc9,5290.0,CREDIT,2024-01-01 10:42:08
t2529,acc10,5300.0,DEBIT,2024-01-01 10:42:09
t2530,acc1,5310.0,CREDIT,2024-01-01 10:42:10
t2531,acc2,5320.0,DEBIT,2024-01-01 10:42:11
t2532,acc3,5330.0,CREDIT,2024-01-01 10:42:12
t2533,acc4,5340.0,DEBIT,2024-01-01 10:42:13
t2534,acc5,5350.0,CREDIT,2024-01-01 10:42:14
t2535,acc6,5360.0,DEBIT,2024-01-01 10:42:15
t2536,acc7,5370.0,CREDIT,2024-01-01 10:42:16
t2537,acc8,5380.0,DEBIT,2024-01-01 10:42:17
t2538,acc9,5390.0,CREDIT,2024-01-01 10:42:18
t2539,acc10,5400.0,DEBIT,2024-01-01 10:42:19
t2540,acc1,5410.0,CREDIT,2024-01-01 10:42:20
t2541,acc2,5420.0,DEBIT,2024-01-01 10:42:21
t2542,acc3,5430.0,CREDIT,2024-01-01 10:42:22
t2543,acc4,5440.0,DEBIT,2024-01-01 10:42:23
t2544,acc5,5450.0,CREDIT,2024-01-01 10:42:24
t2545,acc6,5460.0,DEBIT,2024-01-01 10:42:25
t2546,acc7,5470.0,CREDIT,2024-01-01 10:42:26
t2547,acc8,5480.0,DEBIT,2024-01-01 10:42:27
t2548,acc9,5490.0,CREDIT,2024-01-01 10:42:28
t2549,acc10,5500.0,DEBIT,2024-01-01 10:42:29
t2550,acc1,5510.0,CREDIT,2024-01-01 10:42:30
t2551,acc2,5520.0,DEBIT,2024-01-01 10:42:31
t2552,acc3,5530.0,CREDIT,2024-01-01 10:42:32
t2553,acc4,5540.0,DEBIT,2024-01-01 10:42:33
t2554,acc5,5550.0,CREDIT,2024-01-01 10:42:34
t2555,acc6,5560.0,DEBIT,2024-01-01 10:42:35
t2556,acc7,5570.0,CREDIT,2024-01-01 10:42:36
t2557,acc8,5580.0,DEBIT,2024-01-01 10:42:37
t2558,acc9,5590.0,CREDIT,2024-01-01 10:42:38
t2559,acc10,5600.0,DEBIT,2024-01-01 10:42:39
t2560,acc1,5610.0,CREDIT,2024-01-01 10:42:40
t2561,acc2,5620.0,DEBIT,2024-01-01 10:42:41
t2562,acc3,5630.0,CREDIT,2024-01-01 10:42:42
t2563,acc4,5640.0,DEBIT,2024-01-01 10:42:43
t2564,acc5,5650.0,CREDIT,2024-01-01 10:42:44
t2565,acc6,5660.0,DEBIT,2024-01-01 10:42:45
t2566,acc7,5670.0,CREDIT,2024-01-01 10:42:46
t2567,acc8,5680.0,DEBIT,2024-01-01 10:42:47
t2568,acc9,5690.0,CREDIT,2024-01-01 10:42:48
t2569,acc10,5700.0,DEBIT,2024-01-01 10:42:49
t2570,acc1,5710.0,CREDIT,2024-01-01 10:42:50
t2571,acc2,5720.0,DEBIT,2024-01-01 10:42:51
t2572,acc3,5730.0,CREDIT,2024-01-01 10:42:52
t2573,acc4,5740.0,DEBIT,2024-01-01 10:42:53
t2574,acc5,5750.0,CREDIT,2024-01-01 10:42:54
t2575,acc6,5760.0,DEBIT,2024-01-01 10:42:55
t2576,acc7,5770.0,CREDIT,2024-01-01 10:42:56
t2577,acc8,5780.0,DEBIT,2024-01-01 10:42:57
t2578,acc9,5790.0,CREDIT,2024-01-01 10:42:58
t2579,acc10,5800.0,DEBIT,2024-01-01 10:42:59
t2580,acc1,5810.0,CREDIT,2024-01-01 10:43:00
t2581,acc2,5820.0,DEBIT,2024-01-01 10:43:01
t2582,acc3,5830.0,CREDIT,2024-01-01 10:43:02
t2583,acc4,5840.0,DEBIT,2024-01-01 10:43:03
t2584,acc5,5850.0,CREDIT,2024-01-01 10:43:04
t2585,acc6,5860.0,DEBIT,2024-01-01 10:43:05
t2586,acc7,5870.0,CREDIT,2024-01-01 10:43:06
t2587,acc8,5880.0,DEBIT,2024-01-01 10:43:07
t2588,acc9,5890.0,CREDIT,2024-01-01 10:43:08
t2589,acc10,5900.0,DEBIT,2024-01-01 10:43:09
t2590,acc1,5910.0,CREDIT,2024-01-01 10:43:10
t2591,acc2,5920.0,DEBIT,2024-01-01 10:43:11
t2592,acc3,5930.0,CREDIT,2024-01-01 10:43:12
t2593,acc4,5940.0,DEBIT,2024-01-01 10:43:13
t2594,acc5,5950.0,CREDIT,2024-01-01 10:43:14
t2595,acc6,5960.0,DEBIT,2024-01-01 10:43:15
t2596,acc7,5970.0,CREDIT,2024-01-01 10:43:16
t2597,acc8,5980.0,DEBIT,2024-01-01 10:43:17
t2598,acc9,5990.0,CREDIT,2024-01-01 10:43:18
t2599,acc10,6000.0,DEBIT,2024-01-01 10:43:19
t2600,acc1,6010.0,CREDIT,2024-01-01 10:43:20
t2601,acc2,6020.0,DEBIT,2024-01-01 10:43:21
t2602,acc3,6030.0,CREDIT,2024-01-01 10:43:22
t2603,acc4,6040.0,DEBIT,2024-01-01 10:43:23
t2604,acc5,6050.0,CREDIT,2024-01-01 10:43:24
t2605,acc6,6060.0,DEBIT,2024-01-01 10:43:25
t2606,acc7,6070.0,CREDIT,2024-01-01 10:43:26
t2607,acc8,6080.0,DEBIT,2024-01-01 10:43:27
t2608,acc9,6090.0,CREDIT,2024-01-01 10:43:28
t2609,acc10,6100.0,DEBIT,2024-01-01 10:43:29
t2610,acc1,6110.0,CREDIT,2024-01-01 10:43:30
t2611,acc2,6120.0,DEBIT,2024-01-01 10:43:31
t2612,acc3,6130.0,CREDIT,2024-01-01 10:43:32
t2613,acc4,6140.0,DEBIT,2024-01-01 10:43:33
t2614,acc5,6150.0,CREDIT,2024-01-01 10:43:34
t2615,acc6,6160.0,DEBIT,2024-01-01 10:43:35
t2616,acc7,6170.0,CREDIT,2024-01-01 10:43:36
t2617,acc8,6180.0,DEBIT,2024-01-01 10:43:37
t2618,acc9,6190.0,CREDIT,2024-01-01 10:43:38
t2619,acc10,6200.0,DEBIT,2024-01-01 10:43:39
t2620,acc1,6210.0,CREDIT,2024-01-01 10:43:40
t2621,acc2,6220.0,DEBIT,2024-01-01 10:43:41
t2622,acc3,6230.0,CREDIT,2024-01-01 10:43:42
t2623,acc4,6240.0,DEBIT,2024-01-01 10:43:43
t2624,acc5,6250.0,CREDIT,2024-01-01 10:43:44
t2625,acc6,6260.0,DEBIT,2024-01-01 10:43:45
t2626,acc7,6270.0,CREDIT,2024-01-01 10:43:46
t2627,acc8,6280.0,DEBIT,2024-01-01 10:43:47
t2628,acc9,6290.0,CREDIT,2024-01-01 10:43:48
t2629,acc10,6300.0,DEBIT,2024-01-01 10:43:49
t2630,acc1,6310.0,CREDIT,2024-01-01 10:43:50
t2631,acc2,6320.0,DEBIT,2024-01-01 10:43:51
t2632,acc3,6330.0,CREDIT,2024-01-01 10:43:52
t2633,acc4,6340.0,DEBIT,2024-01-01 10:43:53
t2634,acc5,6350.0,CREDIT,2024-01-01 10:43:54
t2635,acc6,6360.0,DEBIT,2024-01-01 10:43:55
t2636,acc7,6370.0,CREDIT,2024-01-01 10:43:56
t2637,acc8,6380.0,DEBIT,2024-01-01 10:43:57
t2638,acc9,6390.0,CREDIT,2024-01-01 10:43:58
t2639,acc10,6400.0,DEBIT,2024-01-01 10:43:59
t2640,acc1,6410.0,CREDIT,2024-01-01 10:44:00
t2641,acc2,6420.0,DEBIT,2024-01-01 10:44:01
t2642,acc3,6430.0,CREDIT,2024-01-01 10:44:02
t2643,acc4,6440.0,DEBIT,2024-01-01 10:44:03
t2644,acc5,6450.0,CREDIT,2024-01-01 10:44:04
t2645,acc6,6460.0,DEBIT,2024-01-01 10:44:05
t2646,acc7,6470.0,CREDIT,2024-01-01 10:44:06
t2647,acc8,6480.0,DEBIT,2024-01-01 10:44:07
t2648,acc9,6490.0,CREDIT,2024-01-01 10:44:08
t2649,acc10,6500.0,DEBIT,2024-01-01 10:44:09
t2650,acc1,6510.0,CREDIT,2024-01-01 10:44:10
t2651,acc2,6520.0,DEBIT,2024-01-01 10:44:11
t2652,acc3,6530.0,CREDIT,2024-01-01 10:44:12
t2653,acc4,6540.0,DEBIT,2024-01-01 10:44:13
t2654,acc5,6550.0,CREDIT,2024-01-01 10:44:14
t2655,acc6,6560.0,DEBIT,2024-01-01 10:44:15
t2656,acc7,6570.0,CREDIT,2024-01-01 10:44:16
t2657,acc8,6580.0,DEBIT,2024-01-01 10:44:17
t2658,acc9,6590.0,CREDIT,2024-01-01 10:44:18
t2659,acc10,6600.0,DEBIT,2024-01-01 10:44:19
t2660,acc1,6610.0,CREDIT,2024-01-01 10:44:20
